city,lat,lng,country,iso2,continent,adjectives
Palenque,17.4333,-91.8,Mexico,MX,North America,"{'early': 5, 'ancient': 5, 'mayan': 5, 'new': 5, 'numerous': 5, 'modern': 4, 'extensive': 4, 'famous': 4, 'great': 4, 'central': 4, '8th': 3, 'smaller': 3, 'funerary': 3, 'significant': 3, 'ritual': 3, 'military': 3, 'political': 3, 'old': 3, 'important': 3, 'various': 3, 'few': 3, 'wide': 3, 'small': 3, 'last': 3, 'earliest': 3, 'big': 2, 'adjacent': 2, 'much': 2, 'hieroglyphic': 2, 'long': 2, 'mythological': 2, 'richest': 2, 'rich': 2, 'dynastic': 2, 'unknown': 2, 'late': 2, 'glyphic': 2, 'architectural': 2, 'tall': 2, 'elite': 2, 'longest': 2, 'deep': 2, 'larger': 2, 'like': 2, 'further': 2, 'superior': 2, 'detailed': 2, 'young': 2, 'southern': 1, 'humid': 1}"
Challakere,14.312,76.651,India,IN,Asia,"{'integrated': 1, 'edible': 1, 'present': 1, 'commercial': 1, 'comparable': 1, 'standard': 1, 'huge': 1, 'spiritual': 1, 'traditional': 1, 'nearest': 1, 'residential': 1, 'notable': 1, 'renowned': 1, 'external': 1, 'official': 1}"
Fürstenfeld,47.05,16.0833,Austria,AT,Europe,"{'small': 1, 'historic': 1, 'famous': 1, 'styrian': 1, 'eponymous': 1, 'present': 1, 'middle': 1, 'sized': 1, 'lower': 1, 'urban': 1, 'central': 1, 'human': 1, 'neolithic': 1, 'numerous': 1, 'archaeological': 1, 'later': 1, '6th': 1, 'bavarian': 1, '8th': 1, 'notable': 1, 'graphic': 1, 'external': 1, 'official': 1}"
Soyapango,13.7333,-89.15,El Salvador,SV,North America,"{'eastern': 2, 'economic': 1, 'geographic': 1, 'northern': 1, 'southern': 1, 'reddish': 1, 'lower': 1, 'volcanic': 1, 'pyroclastic': 1, 'arenal': 1, 'unnamed': 1, 'rugged': 1, 'geological': 1, 'prominent': 1, 'municipal': 1, 'annual': 1, 'local': 1, 'professional': 1, 'external': 1}"
Tocancipá,4.9657,-73.9136,Colombia,CO,South America,"{'northern': 1, 'eastern': 1, 'urban': 1, 'metropolitan': 1, 'archaeological': 1, 'loose': 1, 'different': 1, 'formative': 1, 'lithic': 1}"
Quelimane,-17.8764,36.8872,Mozambique,MZ,Africa,"{'landfall': 6, 'tropical': 4, 'northern': 3, 'muslim': 2, 'important': 2, 'quelimane': 1, 'administrative': 1, 'good': 1, 'right': 1, 'south': 1, 'central': 1, 'official': 1, 'common': 1, 'local': 1, 'much': 1, 'prone': 1, 'rainy': 1, 'pre': 1, 'colonial': 1, 'oldest': 1, 'obscure': 1, 'alternative': 1, 'notable': 1, 'corrupt': 1, 'east': 1, 'sisal': 1, '20th': 1, 'different': 1, 'new': 1, 'busy': 1, 'independent': 1, 'provincial': 1, 'small': 1, 'steady': 1, 'frequent': 1, 'foreign': 1, 'further': 1, 'municipal': 1, 'current': 1, 'civic': 1, 'economic': 1, 'infrastructural': 1, 'heaviest': 1, 'equivalent': 1, '2022–23': 1, 'christian': 1, 'roman': 1, 'external': 1, 'original': 1}"
Den Helder,52.9333,4.75,Netherlands,NL,Europe,"{'naval': 7, 'former': 6, 'old': 3, 'official': 2, 'strategic': 2, 'anglo': 2, 'academic': 2, 'northernmost': 1, 'nearby': 1, 'clear': 1, 'hilly': 1, 'sandy': 1, 'strong': 1, 'original': 1, 'older': 1, 'smaller': 1, 'multiple': 1, 'important': 1, 'deep': 1, 'frozen': 1, 'tallest': 1, 'sunniest': 1, 'great': 1, 'additional': 1, '18th': 1, 'batavian': 1, 'impressed': 1, 'recreational': 1, 'new': 1, 'related': 1, 'local': 1, 'municipal': 1, 'notable': 1, 'raw': 1, 'chemical': 1, 'mathematician': 1, 'graphic': 1, 'surinamese': 1, 'female': 1, 'olympic': 1, 'retired': 1, 'professional': 1, 'popular': 1, 'external': 1}"
Jalpa de Méndez,18.1764,-93.0631,Mexico,MX,North America,"{'local': 7, 'important': 6, 'traditional': 5, 'cultural': 4, 'economic': 3, 'municipal': 3, 'current': 3, 'annual': 3, 'cured': 2, 'colonial': 2, 'modern': 2, 'regional': 2, 'flat': 2, 'recent': 2, 'aquatic': 2, 'small': 2, 'white': 2, 'longaniza': 2, 'federal': 1, 'historic': 1, 'ornamental': 1, 'typical': 1, 'next': 1, 'single': 1, 'decorative': 1, 'different': 1, 'wide': 1, 'baptismal': 1, 'former': 1, 'original': 1, 'historical': 1, 'personal': 1, 'karate': 1, 'few': 1, 'various': 1, 'hot': 1, 'humid': 1, 'coldest': 1, 'rainiest': 1, 'relative': 1, 'windiest': 1, 'higher': 1, 'plentiful': 1, 'vulnerable': 1, 'hydroelectric': 1, 'severe': 1, 'wetland': 1, 'wild': 1, 'official': 1, 'commercial': 1}"
Modesto,37.6375,-121.0028,United States,US,North America,"{'local': 15, 'former': 14, 'non': 7, 'few': 5, 'present': 5, 'historic': 5, 'professional': 5, 'agricultural': 4, 'higher': 4, 'adjacent': 4, 'square': 4, 'hispanic': 4, 'older': 4, 'nearby': 3, 'original': 3, 'comprehensive': 3, 'alternative': 3, 'environmental': 3, 'new': 3, 'small': 3, 'hot': 3, 'dry': 3, 'last': 3, 'popular': 3, 'fest': 3, 'profit': 3, 'independent': 3, 'multi': 3, 'free': 3, 'junior': 3, 'olympic': 3, 'official': 2, 'late': 2, 'much': 2, 'various': 2, 'top': 2, '11th': 2, 'classic': 2, '10th': 2, 'electric': 2, 'cool': 2, 'annual': 2, 'highest': 2, 'multiple': 2, 'cooler': 2, 'racial': 2, 'institutionalized': 2, 'female': 2, 'male': 2, 'aged': 2}"
Hioki,31.6336,130.4025,Japan,JP,Asia,"{'hot': 2, 'annual': 2, '°': 2, 'junior': 2, 'official': 2, 'central': 1, 'western': 1, 'uninhabited': 1, 'humid': 1, 'subtropical': 1, 'mild': 1, 'significant': 1, 'heavier': 1, 'wettest': 1, 'highest': 1, 'lowest': 1, 'record': 1, 'brief': 1, 'stable': 1, 'ancient': 1, 'modern': 1, 'unicameral': 1, 'lower': 1, 'mixed': 1, 'commercial': 1, 'elementary': 1, 'senior': 1, 'local': 1, 'former': 1, 'notable': 1, 'external': 1}"
Fancheng,39.1891,113.2729,China,CN,Asia,"{'ancient': 1, 'northern': 1, 'opposite': 1, 'southern': 1, 'military': 1, 'economic': 1, 'famous': 1, 'numerous': 1, 'administrative': 1, 'external': 1, 'official': 1}"
Lingen,52.5231,7.3231,Germany,DE,Europe,"{'annual': 4, 'secondary': 1, 'southern': 1, 'independent': 1, '17th': 1, 'catholic': 1, 'offshore-': 1, 'nuclear': 1, 'oceanic': 1, 'hottest': 1, 'daytime': 1, 'much': 1, 'extreme': 1, 'highest': 1, '°': 1, 'lowest': 1, 'greatest': 1, 'least': 1, 'longest': 1, 'shortest': 1, 'notable': 1, 'protestant': 1, 'military': 1, 'external': 1, 'official': 1}"
Dongchuan,25.4765,101.2847,China,CN,Asia,"{'administrative': 3, 'ethnic': 3, 'former': 1, 'highest': 1, 'lowest': 1, 'famous': 1, 'unique': 1, 'local': 1, 'rich': 1, 'biggest': 1, '9th': 1, 'external': 1}"
Rožaje,42.84,20.16,Montenegro,ME,Europe,"{'ethnic': 4, 'cultural': 3, 'local': 2, 'entire': 2, 'yugoslav': 2, 'prominent': 2, 'economic': 2, 'only': 2, 'illyrian': 1, 'oldest': 1, 'neighboring': 1, 'defensive': 1, 'muslim': 1, 'estimated': 1, 'focal': 1, 'northern': 1, 'administrative': 1, 'present': 1, 'close': 1, 'mutual': 1, 'integral': 1, 'current': 1, 'small': 1, 'amicable': 1, 'serb': 1, 'intelligible': 1, 'standard': 1, 'sandžak': 1, 'spoken': 1, 'native': 1, 'notable': 1, 'vrh': 1, 'significant': 1, 'social': 1, 'religious': 1, 'isbn': 1, 'external': 1, 'official': 1}"
Bacarra,18.2519,120.6107,Philippines,PH,Asia,"{'square': 2, 'municipal': 2, 'officio': 2, 'basic': 2, 'smallest': 1, 'provincial': 1, 'congressional': 1, 'local': 1, 'chief': 1, 'legislative': 1, 'former': 1, 'incessant': 1, 'open': 1, 'fervent': 1, 'economic': 1, 'own': 1, 'paramount': 1, 'fondest': 1, 'active': 1, 'viable': 1, 'reliant': 1, 'productive': 1, 'agricultural': 1, 'elementary': 1, 'secondary': 1, 'external': 1, 'official': 1}"
Agrínio,38.6167,21.4,Greece,GR,Europe,"{'ancient': 9, 'local': 3, 'important': 3, 'municipal': 3, 'last': 2, '20th': 2, 'famous': 2, 'hydroelectric': 2, 'former': 2, 'official': 2, 'regional': 1, 'economic': 1, 'present': 1, 'medieval': 1, 'big': 1, 'great': 1, 'natural': 1, '18th': 1, 'administrative': 1, 'imperial': 1, 'deserted': 1, 'newborn': 1, 'modern': 1, '19th': 1, 'western': 1, 'internal': 1, 'whole': 1, 'interwar': 1, 'economical': 1, 'prone': 1, 'nearby': 1, 'minor': 1, 'daytime': 1, 'dry': 1, 'extended': 1, 'following': 1, 'outlying': 1, 'characteristic': 1, 'historical': 1, 'neoclassical': 1, 'early': 1, 'old': 1, 'general': 1, 'external': 1}"
Cluj-Napoca,46.7667,23.5833,Romania,RO,Europe,"{'local': 40, 'cultural': 22, 'important': 19, 'new': 16, 'modern': 15, 'regional': 13, 'official': 10, 'various': 10, 'communist': 9, 'central': 9, 'old': 9, 'historical': 8, 'metropolitan': 8, 'urban': 8, 'roman': 8, 'latter': 8, 'late': 8, 'political': 8, 'oldest': 8, '19th': 7, 'ethnic': 7, '20th': 7, 'contemporary': 7, 'different': 6, '16th': 6, 'transylvanian': 6, 'economic': 6, 'daily': 6, 'foreign': 6, 'best': 6, 'religious': 6, '14th': 5, 'commercial': 5, 'pre': 5, 'nationalist': 5, 'interwar': 5, 'northern': 5, 'notable': 5, 'available': 5, 'eclectic': 5, 'classical': 5, 'isbn': 5, 'industrial': 4, 'current': 4, 'chief': 4, 'much': 4, 'present': 4, 'real': 4, 'southern': 4, 'nearby': 4}"
Dasmariñas,14.33,120.94,Philippines,PH,Asia,"{'commercial': 26, 'new': 18, 'industrial': 16, 'local': 15, 'last': 12, 'old': 11, 'numerous': 11, 'military': 8, 'different': 8, 'residential': 7, 'component': 6, 'former': 6, 'economic': 6, 'municipal': 6, '4th': 6, 'big': 6, 'richest': 6, 'square': 5, 'vast': 5, 'religious': 5, 'own': 5, 'dry': 5, 'significant': 4, 'independent': 4, 'notable': 4, 'elevated': 4, 'complete': 4, 'medical': 4, 'adjacent': 4, 'nearby': 4, 'real': 4, 'wet': 4, 'eastern': 4, 'western': 4, 'barangay': 4, 'financial': 4, 'non': 4, 'coastal': 3, 'native': 3, '19th': 3, 'various': 3, 'unique': 3, 'early': 3, 'deep': 3, 'educational': 3, '14th': 3, 'active': 3, 'south': 3, '1st': 3, 'third': 3}"
Tampere,61.4981,23.76,Finland,FI,Europe,"{'important': 15, 'popular': 13, 'professional': 12, 'new': 11, 'urban': 9, 'early': 9, 'industrial': 8, 'western': 7, 'foreign': 7, 'nordic': 6, 'old': 6, 'official': 6, 'annual': 6, 'metropolitan': 5, 'populous': 5, 'small': 5, 'municipal': 5, 'long': 5, 'central': 5, 'religious': 5, 'former': 4, 'current': 4, '19th': 4, '20th': 4, 'modern': 4, 'post': 4, 'strong': 4, 'traditional': 4, 'statistical': 4, 'highest': 4, 'local': 4, 'significant': 4, 'inland': 3, 'cultural': 3, 'separate': 3, 'busiest': 3, 'light': 3, '21st': 3, 'attractive': 3, 'christian': 3, 'red': 3, 'commercial': 3, 'particular': 3, 'full': 3, 'less': 3, 'notable': 3, 'famous': 3, 'only': 3, 'residential': 3, 'tampere': 3}"
Alto Río Senguer,-45.0167,-70.8167,Argentina,AR,South America,"{'snowy': 2, 'northern': 1, 'permanent': 1, 'few': 1, 'extensive': 1, 'abundant': 1, 'rough': 1, 'economic': 1, 'lesser': 1, 'nearby': 1, 'full': 1, 'red': 1, 'wild': 1, 'seasonal': 1, 'recreational': 1, 'mediterran': 1, 'continental': 1, 'short': 1, 'warm': 1, 'dry': 1, 'cold': 1, 'external': 1, 'municipal': 1}"
Baia Mare,47.6567,23.5719,Romania,RO,Europe,"{'local': 8, 'important': 4, 'modern': 3, 'late': 3, 'young': 3, 'popular': 3, 'few': 3, 'political': 3, 'metropolitan': 2, 'numerous': 2, 'new': 2, 'early': 2, 'cultural': 2, 'chestnut': 2, 'ethnic': 2, 'jewish': 2, 'northwestern': 1, 'greenest': 1, 'square': 1, 'green': 1, 'middle': 1, 'warm': 1, 'like': 1, 'ancient': 1, 'thracian': 1, 'rich': 1, 'medieval': 1, 'prosperous': 1, 'characteristic': 1, 'free': 1, 'cathedral': 1, 'historic': 1, 'short': 1, 'imperial': 1, 'royal': 1, 'nineteenth': 1, 'western': 1, 'twentieth': 1, 'postwar': 1, 'inhabited': 1, 'worst': 1, 'ecological': 1, 'joint': 1, 'toxic': 1, 'heavy': 1, 'ultimate': 1, 'much': 1, 'adverse': 1, 'worthless': 1, 'hazardous': 1}"
Pasadena,39.1552,-76.5537,United States,US,North America,"{'local': 16, 'present': 8, 'nearby': 8, 'square': 8, 'annual': 7, 'early': 7, 'new': 6, 'southern': 6, 'historic': 5, 'non': 5, 'small': 5, 'free': 5, 'final': 5, 'commercial': 4, 'eastern': 4, 'official': 4, 'hispanic': 4, 'older': 4, 'historical': 4, 'contemporary': 4, 'adjacent': 4, 'primary': 3, 'cultural': 3, 'original': 3, 'independent': 3, 'residential': 3, 'famous': 3, 'architectural': 3, 'warm': 3, 'late': 3, 'recent': 3, 'female': 3, 'old': 3, 'popular': 3, 'numerous': 3, 'rich': 3, 'visual': 3, 'important': 3, 'unincorporated': 3, 'scientific': 2, 'indigenous': 2, 'native': 2, 'central': 2, 'last': 2, 'much': 2, 'best': 2, 'twin': 2, 'wealthy': 2, 'victorian': 2, 'active': 2}"
Cabadbaran,9.12,125.53,Philippines,PH,Asia,"{'provincial': 4, 'new': 4, 'former': 4, 'significant': 3, 'highest': 3, 'colonial': 2, 'local': 2, 'long': 2, 'legal': 2, 'annual': 2, 'inland': 2, 'secondary': 2, 'component': 1, 'premier': 1, 'rich': 1, 'cultural': 1, 'evident': 1, 'archaeological': 1, 'actual': 1, '12th': 1, '16th': 1, 'pre': 1, 'small': 1, 'sanitary': 1, 'deep': 1, 'staple': 1, 'general': 1, 'active': 1, 'unconstitutional': 1, 'regular': 1, 'northeastern': 1, 'flat': 1, 'western': 1, 'definite': 1, 'dry': 1, 'maximum': 1, 'northern': 1, 'agricultural': 1, 'biggest': 1, 'booming': 1, 'varied': 1, 'popular': 1, 'top': 1, 'white': 1, 'steep': 1, 'proper': 1, 'great': 1, 'panoramic': 1, 'cheap': 1, 'abundant': 1}"
Kakuma,3.7167,34.8667,Kenya,KE,Africa,"{'local': 11, 'available': 5, 'primary': 5, 'secondary': 5, 'own': 4, 'responsible': 4, 'mobile': 4, 'better': 3, 'dry': 3, 'only': 3, 'vocational': 3, 'commercial': 3, 'small': 3, 'professional': 3, 'ongoing': 2, 'higher': 2, 'general': 2, 'bigger': 2, 'long': 2, 'young': 2, 'special': 2, 'few': 2, 'various': 2, 'early': 2, 'sustainable': 2, 'cultural': 2, 'residential': 2, 'traditional': 2, 'wide': 2, 'northwestern': 1, 'unaccompanied': 1, 'poorest': 1, 'wider': 1, 'full': 1, 'nomadic': 1, 'normal': 1, 'regional': 1, 'economic': 1, 'bad': 1, 'third': 1, 'arid': 1, 'windswept': 1, 'occasional': 1, 'thorny': 1, 'flat': 1, 'impossible': 1, 'fierce': 1, 'different': 1, 'lost': 1, 'civil': 1}"
Iwanuma,38.1043,140.8702,Japan,JP,Asia,"{'ancient': 2, 'annual': 2, 'square': 1, 'humid': 1, 'mild': 1, 'cold': 1, 'wettest': 1, 'highest': 1, 'lowest': 1, 'long': 1, 'present': 1, 'early': 1, 'modern': 1, 'unicameral': 1, 'lower': 1, 'elementary': 1, 'middle': 1, 'special': 1, 'local': 1, 'oldest': 1, 'former': 1, 'artistic': 1, 'professional': 1, 'external': 1}"
Jarosław,50.0186,22.6797,Poland,PL,Europe,"{'jewish': 6, 'old': 3, 'new': 3, 'long': 2, 'local': 2, 'soviet': 2, 'notable': 2, 'top': 2, 'southeastern': 1, 'important': 1, 'greatest': 1, '16th': 1, '17th': 1, 'distant': 1, 'annual': 1, 'unable': 1, 'economic': 1, 'bubonic': 1, 'essayist': 1, 'mid': 1, 'eighteenth': 1, 'various': 1, 'active': 1, 'underground': 1, 'communist': 1, 'small': 1, 'religious': 1, 'prominent': 1, 'christian': 1, 'famous': 1, 'snowy': 1, 'enough': 1, 'last': 1, 'only': 1, 'carpathian': 1, 'elder': 1, 'oldest': 1, 'lower': 1, '2009–10': 1, 'external': 1, 'portal': 1, 'modern': 1}"
Maner,25.65,84.88,India,IN,Asia,"{'ancient': 3, 'religious': 2, 'famous': 2, 'notable': 2, 'historic': 1, 'renowned': 1, 'important': 1, 'musical': 1, 'local': 1, 'suffix': 1, 'noble': 1, 'exact': 1, 'unknown': 1, 'medieval': 1, 'prominent': 1, 'mughal': 1, 'islamic': 1, 'southern': 1, 'subtropical': 1, 'hot': 1, 'mild': 1, 'higher': 1, 'fine': 1, 'annual': 1, 'small': 1, 'sweet': 1, 'educational': 1, 'external': 1, 'official': 1}"
Alūksne,57.4239,27.0503,Latvia,LV,Europe,"{'latgalian': 2, 'biathlete': 2, 'highest': 1, 'elevated': 1, 'social': 1, 'physical': 1, 'current': 1, 'later': 1, 'wooden': 1, 'nearby': 1, 'new': 1, 'great': 1, 'foster': 1, 'devastated': 1, 'minor': 1, '19th': 1, 'further': 1, 'narrow': 1, 'administrative': 1, 'open': 1, 'eleventh': 1, 'deepest': 1, 'humid': 1, 'continental': 1, 'notable': 1, 'long': 1, '=': 1, 'external': 1}"
Samtredia,42.1625,42.3417,Georgia,GE,Asia,"{'soviet': 5, 'post': 2, 'economic': 2, 'important': 1, 'vital': 1, 'humid': 1, 'subtropical': 1, 'mild': 1, 'warm': 1, 'hot': 1, 'crucial': 1, '14th': 1, '12th': 1, 'local': 1, 'strategic': 1, 'prominent': 1, 'civil': 1, 'anti': 1, 'liberal': 1, 'new': 1, 'central': 1, 'heavy': 1, 'neighbouring': 1, 'dependent': 1, 'loyal': 1, 'coup': 1, 'stable': 1, 'significant': 1, 'reversed': 1, 'early': 1, 'tskhenistsqali': 1, 'notable': 1, 'former': 1}"
Bibala,-14.7667,13.35,Angola,AO,Africa,"{'southern': 2, 'own': 2, 'square': 1, 'colonial': 1, 'original': 1, 'residential': 1, 'small': 1, 'current': 1}"
Tarquinia,42.2492,11.7561,Italy,IT,Europe,"{'etruscan': 14, 'roman': 14, 'ancient': 9, 'important': 4, '4th': 4, 'romanesque': 4, 'modern': 3, 'archaeological': 3, 'numerous': 3, 'extensive': 2, 'cultural': 2, 'little': 2, 'long': 2, '9th': 2, 'new': 2, 'eminent': 2, 'small': 2, 'last': 2, 'medieval': 2, 'oldest': 2, 'famous': 2, 'massive': 2, '16th': 2, '12th': 2, 'external': 2, 'red': 2, 'local': 2, 'central': 1, 'renowned': 1, 'current': 1, 'adjacent': 1, 'eponymous': 1, 'fifth': 1, 'military': 1, 'royal': 1, 'crucial': 1, 'key': 1, 'fundamental': 1, 'administrative': 1, 'societal': 1, 'religious': 1, 'imperial': 1, '8th': 1, 'mineral': 1, 'tarquinian': 1, 'victorious': 1, 'right': 1, '5th': 1, 'brief': 1, 'political': 1}"
Owensboro,37.7575,-87.1172,United States,US,North America,"{'square': 6, 'oldest': 6, 'metropolitan': 3, 'last': 2, 'old': 2, 'female': 2, 'best': 2, 'light': 2, 'humid': 2, 'notable': 2, 'older': 2, 'top': 2, 'single': 2, 'regional': 2, 'local': 2, 'populous': 1, 'principal': 1, 'sixth': 1, 'seventh': 1, 'native': 1, '18th': 1, 'current': 1, 'short': 1, 'dead': 1, 'influential': 1, '20th': 1, 'own': 1, 'military': 1, 'industrial': 1, 'ceramic': 1, 'small': 1, 'underground': 1, 'flammable': 1, 'combustible': 1, '75th': 1, 'subtropical': 1, 'hot': 1, 'cold': 1, 'stable': 1, 'severe': 1, 'uncommon': 1, 'much': 1, 'racial': 1, 'hispanic': 1, 'married': 1, 'present': 1, 'non': 1, '9th': 1, 'religious': 1, 'evangelical': 1}"
Guática,5.3167,-75.8,Colombia,CO,South America,"{'traditional': 2, 'supreme': 1, 'new': 1, 'cultural': 1, 'great': 1, 'local': 1, 'musical': 1, 'beautiful': 1, 'botanical': 1, 'subtropical': 1, 'annual': 1, 'external': 1, 'official': 1}"
São Paulo,-23.5504,-46.6339,Brazil,BR,South America,"{'urban': 25, 'metropolitan': 16, 'important': 15, 'best': 14, 'economic': 12, '20th': 11, 'cultural': 11, 'new': 11, 'square': 11, 'industrial': 10, 'populous': 9, 'financial': 9, 'responsible': 9, 'municipal': 8, 'annual': 7, 'local': 7, 'native': 7, 'common': 7, 'small': 6, 'former': 6, 'late': 6, '19th': 6, 'global': 5, 'top': 5, 'modern': 5, 'polluted': 5, 'early': 5, 'foreign': 5, 'social': 5, 'professional': 5, 'western': 4, 'ethnic': 4, 'traditional': 4, 'primary': 4, 'old': 4, 'strong': 4, 'famous': 4, 'regional': 4, 'present': 4, 'modernist': 4, 'contemporary': 4, 'historical': 4, 'commercial': 4, 'heavy': 4, 'possible': 4, 'central': 4, 'different': 4, 'official': 4, 'informal': 4, 'musical': 4}"
Rubiataba,-15.1639,-49.8028,Brazil,BR,South America,"{'important': 2, 'northeastern': 1, 'south': 1, 'few': 1, 'curious': 1, 'mild': 1, 'municipal': 1, 'big': 1, 'pasture': 1, 'manioc': 1, 'small': 1, 'abundant': 1, 'sugarcane': 1, 'agricultural': 1, 'good': 1, 'fertile': 1, 'square': 1, 'future': 1, 'rural': 1, 'live': 1}"
G‘uzor,38.6208,66.2481,Uzbekistan,UZ,Asia,"{'southern': 1, 'administrative': 1, 'important': 1, 'organizational': 1, 'agricultural': 1, 'raw': 1, 'social': 1, 'new': 1, 'modern': 1}"
Mwinilunga,-11.7172,24.4289,Zambia,ZM,Africa,"{'annual': 2, 'provincial': 1, 'extreme': 1, 'north': 1, 'western': 1, 'geographical': 1, 'longitude:24.428889': 1, 'mean': 1, 'wettest': 1, 'rainy': 1, 'poor': 1, 'human': 1, 'collective': 1, 'political': 1, 'meaningful': 1, 'ethnic': 1, 'tabular': 1, 'metropolitan': 1, 'primary': 1, 'organic': 1, 'early': 1, 'zccm': 1, 'small': 1, 'sable': 1, 'external': 1}"
Słubice,52.35,14.5667,Poland,PL,Europe,"{'urban': 2, 'various': 2, 'traditional': 2, 'western': 1, 'administrative': 1, 'historical': 1, 'modern': 1, 'different': 1, 'silesian': 1, 'fragmented': 1, 'staple': 1, 'ascanian': 1, 'new': 1, 'early': 1, 'special': 1, 'oceanic': 1, 'worldwide': 1, 'wikipedian': 1, 'local': 1, 'popular': 1, 'twin': 1, 'notable': 1, 'external': 1, 'official': 1, 'jewish': 1}"
Caotun,23.983,120.7326,Taiwan,TW,Asia,"{'urban': 1, 'present': 1, 'administrative': 1, 'nearest': 1, 'eligible': 1, 'notable': 1, 'external': 1, 'official': 1}"
Navelim,15.2564,73.9686,India,IN,Asia,"{'fair': 4, 'small': 3, 'local': 2, 'larger': 2, 'entire': 2, 'prominent': 2, 'former': 2, 'fast': 1, 'crucial': 1, 'important': 1, 'present': 1, 'older': 1, 'similar': 1, 'laterite': 1, 'rich': 1, 'above': 1, 'substantial': 1, 'original': 1, 'further': 1, 'third': 1, 'extensive': 1, 'traditional': 1, 'outside': 1, 'colourful': 1, 'earlier': 1, 'popular': 1, 'enjoyable': 1, 'populous': 1, 'famous': 1, 'higher': 1, 'mid': 1, 'nineteenth': 1, 'fastest': 1, 'suburban': 1, 'infamous': 1, 'dicarpali': 1, 'catchment': 1, 'continuous': 1, 'polluted': 1, 'organic': 1, 'financial': 1, 'best': 1, 'notable': 1, 'external': 1}"
Horki,54.2667,30.9833,Belarus,BY,Europe,"{'agricultural': 3, 'jewish': 3, 'administrative': 2, 'catholic': 2, 'military': 2, 'new': 1, '17th': 1, '19th': 1, 'annual': 1, 'ruling': 1, 'present': 1, 'economic': 1, 'meteorological': 1, 'tsarist': 1, 'lower': 1, 'middle': 1, 'municipal': 1, 'judicial': 1, 'following': 1, 'higher': 1, 'top': 1, 'soviet': 1, 'heavy': 1, 'current': 1, 'official': 1, 'heraldic': 1, 'territorial': 1, 'notable': 1, 'human': 1, 'dissident': 1, 'pro': 1, 'democracy': 1, 'political': 1, 'isbn': 1, 'external': 1, 'everyday': 1}"
Richmond,39.8318,-84.8905,United States,US,North America,"{'unincorporated': 4, 'provincial': 3, 'electoral': 3, 'academic': 1, 'federal': 1, 'small': 1, 'minor': 1, 'administrative': 1, 'fictional': 1, 'former': 1, 'literary': 1, 'historic': 1}"
Bandar-e Lengeh,26.5594,54.885,Iran,IR,Asia,"{'hot': 3, 'portal': 2, 'port': 1, 'humid': 1, 'typical': 1, 'coastal': 1, 'southern': 1, 'regional': 1, 'linguistic': 1, 'following': 1, 'mild': 1, 'external': 1, 'virtual': 1}"
Kanjiža,46.0667,20.05,Serbia,RS,Europe,"{'ethnic': 5, 'former': 2, 'graphic': 2, 'autonomous': 1, 'free': 1, 'important': 1, '9th': 1, 'slavic': 1, '16th': 1, 'civil': 1, 'local': 1, 'northern': 1, 'dominant': 1, 'subsequent': 1, 'inhabited': 1, 'various': 1, 'legal': 1, 'notable': 1, 'hydrotechnical': 1, '19th': 1, 'realist': 1, 'external': 1, 'official': 1}"
